PDT,<p>行政复议期间被申请人改变原具体行政行为的，复议机关应当中止行政复议案件的审理。（）</p>,,4,A,,1,3
PDT,企业发生的公益性捐赠支出，在年度利润总额12%以内的部分，准予在计算应纳税所得额时扣除；超过年度利润总额12%的部分，准予结转以后五年内在计算应纳税所得额时扣除。（）,,4,A,,1,3
PDT,集体所有制企业职工个人在企业改制过程中，以股份形式取得的拥有所有权的企业量化资产，应按“利息、股息、红利所得”计缴个人所得税。（）,,4,A,,1,3
PDT,在中华人民共和国境内收购烟叶的单位应当代扣代缴烟叶税。（）,,4,A,,1,3
PDT,环境保护税的纳税人为在中华人民共和国领域和中华人民共和国管辖的其他海域 ，直接向环境排放应税污染物的单位和个人。（）,,4,A,,1,3
PDT,集体合同中双方约定的劳动报酬和劳动条件等标准不得低于当地人民政府规定的最低标准。（）,,4,A,,1,3
PDT,原始凭证是对经济业务事项按其性质加以归类、确定会计分录，并据以登记会计账簿的会计凭证。（）,,4,A,,1,3
PDT,机动车、铁路机车、非道路移动机械、船舶和航空器等流动污染源排放应税污染物的，应当依法缴纳环境保护税。（ ）,,4,A,,1,3
PDT,用人单位与劳动者约定服务期的，不影响按照正常的工资调整机制提高劳动者在服务期期间的劳动报酬。 （ ）,,4,A,,1,3
PDT,根据印花税法律制度的规定，同时书立合同和开立单据的，只就合同贴花。（ ）,,4,A,,1,3
PDT,预付卡发卡机构必须在商业银行开立备付金专用存款账户存放预付资金，并与银行签订存管协议，接受银行对备付金使用情况的监督。 （ ）,,4,A,,1,3
PDT,企业从事海水养殖项目的所得，减半征收企业所得税。 （ ）,,4,A,,1,3
PDT,行政法规之间对同一事项的新的一般规定与旧的特别规定不一致，不能确定如何适用时，由国务院裁决。 （,,4,A,,1,3
PDT,在委托收款中，付款人应当在接到通知的当日书面通知银行付款，如果付款人未在接到通知日的次日起3日内通知银行付款的，视为付款人拒绝付款。 （ ）,,4,A,,1,3
PDT,对海关进口产品征收的增值税、消费税，不征收教育费附加。 （ ）,,4,A,,1,3
PDT,对超豪华小汽车在批发环节加征一道消费税。 （ ）,,4,A,,1,3
PDT,挂失止付是票据丧失后票据权利补救的必经程序，失票人只有对丧失的票据办理挂失止付后，方可向人民法院申请公示催告。 （ ）,,4,A,,1,3
PDT,对个人出租住房，不区分用途，按4%的税率征收房产税。 （  ）,,4,A,,1,3
PDT,企业综合利用资源，生产国家非限制和禁止并符合规定的产品所取得的收入，免征企业所得税。（ ）,,4,A,,1,3
PDT,失业保险金领取期限自办理失业登记之日起计算。 （ ）,,4,A,,1,3
PDT,非居民企业在中国境内未设立机构、场所的，境外所得需在境内缴纳企业所得税。（ ）,,4,A,,1,3
PDT,法律关系主体中的法人组织分为营利法人、非营利法人和特别法人。 （ ）,,4,A,,1,3
PDT,银行结算账户的变更是指账户名称的变更。 （ ）,,4,A,,1,3
PDT,依法不需要办理登记的车船，其车船税的纳税地点为车船的实际使用地。 （ ）,,4,A,,1,3
PDT,在中国境内的外商投资企业、外国企业和其他外国组织的会计记录可以不使用中文而使用其本国文字。 （ ）,,4,A,,1,3
PDT,税务机关采取税收保全措施的期限一般不得超过3个月，重大案件需要延长的，应当报国家税务总局批准。 （ ）,,4,A,,1,3
PDT,参加工伤保险的职工因工死亡，其近亲属可以领取一次性工亡补助金，标准为上一年度全国城镇居民人均可支配收入的20倍。 （ ）,,4,A,,1,3
PDT,张某因为违章建造房屋，被城建局罚款，张某对此处罚不服，其可以提起行政复议维护自己的利益。 （ ）,,4,A,,1,3
PDT,在个人所得税征管中，对特许权使用费所得一次收入畸高的，可以实行加成征收。（ ）,,4,A,,1,3
PDT,法凭借国家强制力的保证而获得普遍遵行的效力。 （ ）,,4,A,,1,3
PDT,<p>电子承兑汇票期限自出票日至到期日不超过1年。 （ ）</p>,,4,A,,1,3
PDT,<p>土地增值税纳税人转让房地产而取得的实物收入，如钢材、水泥等建材，房屋、土地等不动产等，一般要按照房产原值确认应税收入。 （ ）</p>,,4,A,,1,3
PDT,王某是甲公司的高级技术人员，双方签订了竞业限制协议，后王某违反该协议到竞争对手处工作， 甲公司提起诉讼，请求王某支付竞业限制违约金并继续履行竞业限制义务。甲公司的请求可以得到人民法院的支持。 （ ）,,4,A,,1,3
PDT,金融同业往来利息收人免征增值税。（ ）,,4,A,,1,3
PDT,国家可以作为一个整体成为法律关系的主体，但国家机关不得参与经济活动，不得成为法律关系的主体。（ ）,,4,A,,1,3
PDT,企业职工因公出差乘坐交通工具发生的人身意外保险费支出，准予企业在计算应纳税所得额时扣除。 （ ）,,4,A,,1,3
PDT,协议管辖，是双方当事人在合同纠纷发生之前，协商确定解决纠纷的管辖法院；而不能在纠纷发生之后再约定管辖法院。 （ ）,,4,A,,1,3
PDT,欠缴税款的纳税人或者其法定代表人在出境前未按规定结清应纳税款但提供纳税担保的，税务机关可以通知出境管理机关阻止其出境。 （ ）,,4,A,,1,3
PDT,会计核算是会计工作的基本职能之一，是会计工作的重要环节。（ ）,,4,A,,1,3
PDT,纳税人购买自用的应税车辆的计税价格，为纳税人购买应税车辆而支付给销售者的全部价款和价外费用，包括增值税税款。 （ ）,,4,A,,1,3
PDT,持票人对票据债务人行使票据权利，或者保全票据权利，应当在票据当事人的营业场所和营业时间内进行，票据当事人无营业场所的，应当在其住所进行。 （ ）,,4,A,,1,3
PDT,根据规定，当事人申请劳动争议调解必须提出书面申请。 （ ）,,4,A,,1,3
PDT,劳务派遣单位不得以非全日制用工形式招用被派遣劳动者。 （ ）,,4,A,,1,3
PDT,对符合条件的非营利组织从事非营利性活动取得的收入，免征企业所得税，但非营利组织从事营利性活动取得的收入应当照章征收企业所得税。 （ ）,,4,A,,1,3
PDT,对重大、复杂的案件，申请人提出要求或者行政复议机构认为必要时，可以采取听证的方式审理。（  ）,,4,A,,1,3
PDT,个人独资企业和合伙企业不缴纳企业所得税，只对投资者个人或自然人合伙人取得的生产经营所得征收个人所得税。 (  ),,4,A,,1,3
PDT,<p>对于个人之间互换自有居住用房地产的，经当地税务机关核实，可以只由取得差价收入的一方缴纳土地增值税。 （ ）</p>,,4,A,,1,3
PDT,两个以上法院都有管辖权(共同管辖）的诉讼，原告可以向其中一个法院起诉；原告向两个以上有管辖权的法院起诉的，由最先受理的法院管辖。 （ ）,,4,A,,1,3
PDT,税务行政复议原则上采用书面审查的办法，但是申请人提出要求或者行政复议机构认为有必要时，应当听取申请人、被申请人和第三人的意见，并可以向有关组织和人员调查了解情况。 （ ）,,4,A,,1,3
PDT,<p>商业承兑汇票可以由付款人签发并承兑，也可以由收款人签发交由付款人承兑。（ ）</p>,,4,A,,1,3
PDT,参加职工基本医疗保险的个人，达到法定退休年龄时累计缴费达到国家规定年限的，退休后不再缴纳基本医疗保险费；未达到国家规定缴费年限的，可以缴费至国家规定年限。（）,,4,A,,1,3
PDT,会计机构，是指各单位办理会计事务的职能部门。 （ ）,,4,A,,1,3
PDT,仲裁庭裁决劳动争议案件，原则上应当自仲裁委员会受理仲裁申请之日起30日内结束。(  ),,4,A,,1,3
PDT,会计档案的保管期限，应当从档案移交档案保管部门的第一天算起。 （ ）,,4,A,,1,3
PDT,间歇性的精神病人在精神正常的时候犯罪，应当负刑事责任。 （ ）,,4,A,,1,3
PDT,向居民供热并向居民收取采暖费的供热企业可以按照4%的税率计算征收房产税。（ ）,,4,A,,1,3
PDT,—般情况下，个人所得税纳税人应在取得应纳税所得的次月7日内向主管税务机关申报所得并缴纳税款。 （ ）,,4,A,,1,3
PDT,劳动功能障碍分为十个等级，最重是为十级，最轻的为一级。 （ ）,,4,A,,1,3
PDT,两个企业签订了一份买卖合同，同时也签订了一份仲裁协议，后来因为该合同违反法律而被宣告无效。既然合同无效了，那么合同中的仲裁协议也因此无效。 （ ）,,4,A,,1,3
PDT,<p>税务人员徇私舞弊或者玩忽职守，不征或者少征应征税款，致使国家税收遭受重大损失，构成犯罪的，依法追究刑事责任；未构成犯罪的，依法给予行政处分。 （ ）</p>,,4,A,,1,3
PDT,"会计职业道德是指在会计职业活动中应当遵循的、体现会计职业特征、调整会计职业关
系的职业行为准则和规范。（ ）",,4,A,,1,3
PDT,税务代理人违反税收法律、行政法规，造成纳税人未缴或者少缴税款的，除由税务代理人缴纳或者补缴应纳税款、滞纳金外，对税务代理人处纳税人未缴或者少缴税款50%以上3倍以下的罚款。（ ）,,4,A,,1,3
PDT,烟草企业的烟草广告费和业务宣传费支出， 一律不得在计算应纳税所得额时扣除。 （ ）,,4,A,,1,3
PDT,各单位对保管期限届满的会计档案，经单位负责人批准后即可全部销毁。（ ）,,4,A,,1,3
PDT,复议机关责令被申请人重新作出具体行政行为的，被申请人应当在60日内重新作出具体行政行为；情况复杂，不能在规定期限内重新作出具体行政行为的，经复议机关批准，可以适当延期，但是延期不得超过30日。 （ ）,,4,A,,1,3
PDT,对限制人身自由的行政强制措施不服提起诉讼的，由被告所在地或者原告所在地人民法院管辖。 （ ）,,4,A,,1,3
PDT,支票的出票人在付款人处的存款足以支付支票金额时，付款人在见票后3天内付款即可。 （ ）,,4,A,,1,3
PDT,职工发生工伤事故但所在用人单位未依法缴纳工伤保险费的，不享受工伤保险待遇。（ ）,,4,A,,1,3
PDT,无商业价值的广告品及货样，经海关审核无误后可以免征关税。 （ ）,,4,A,,1,3
PDT,企业的不征税收入用于支出所形成的费用或者财产，可以扣除或者计算对应的折旧、摊销扣除。 （ ）,,4,A,,1,3
PDT,村民甲与村民乙因农具设备归属问题发生纠纷，甲不服镇政府的调解结果，可以申请行政复议。 （ ）,,4,A,,1,3
